name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Verkhne Tschirskaia;24165;Valid;H5;8000;Fell;01.01.1843;48.416670;43.200000;(48.416670, 43.200000)
Northwest Africa 6963;54565;Valid;Martian (shergottite);8000;Found;01.01.2011;28.002467;-11.131583;(28.002467, -11.131583)
Dhofar 405;7187;Valid;H5;8000;Found;01.01.2001;19.302300;54.530870;(19.302300, 54.530870)
Northwest Africa 512;17763;Valid;L4;8000;Found;01.01.1999;23.600000;-5.000000;(23.600000, -5.000000)
Talbachat n'aït Isfoul;23792;Valid;LL3;8000;Found;01.01.1999;29.983330;-5.233330;(29.983330, -5.233330)
Grosvenor Mountains 95501;11229;Valid;L6;8000;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Queen Alexandra Range 93012;19101;Valid;H6;8000;Found;01.01.1993;-84.575340;162.936820;(-84.575340, 162.936820)
Alnif;2282;Valid;H5;8000;Found;01.01.1992;30.666670;-5.166670;(30.666670, -5.166670)
Allan Hills 87900;1038;Valid;L6;8000;Found;01.01.1987;-76.750090;159.344710;(-76.750090, 159.344710)
Enshi;10038;Valid;H5;8000;Fell;01.01.1974;30.300000;109.500000;(30.300000, 109.500000)
Oubari;18049;Valid;LL6;8000;Found;01.01.1944;26.800000;13.583330;(26.800000, 13.583330)
New Almelo;16951;Valid;L5;8000;Found;01.01.1917;39.666670;-100.000000;(39.666670, -100.000000)
Kaffir (c);12225;Valid;L6;7947;Found;01.01.1980;34.671670;-101.815000;(34.671670, -101.815000)
Elephant Moraine A79001;10002;Valid;Martian (shergottite);7942;Found;01.01.1979;-76.290830;157.266670;(-76.290830, 157.266670)
Kybunga;12388;Valid;L5;7900;Found;01.01.1956;-33.900000;138.483330;(-33.900000, 138.483330)
Belly River;5007;Valid;H6;7900;Found;01.01.1943;49.500000;-113.000000;(49.500000, -113.000000)
Warden;24213;Valid;H5;7868;Found;01.01.1989;-23.266670;116.933330;(-23.266670, 116.933330)
Hammadah al Hamra 320;11803;Valid;H6;7823;Found;01.01.2001;28.970670;12.206000;(28.970670, 12.206000)
Wimberley;24282;Valid;Iron, IIIAB;7800;Found;01.01.1976;29.966670;-98.116670;(29.966670, -98.116670)
Hardwick;11828;Valid;L4;7800;Found;01.01.1937;43.800000;-96.166670;(43.800000, -96.166670)
Phum Sambo;18811;Valid;H4;7800;Fell;01.01.1933;12.000000;105.483330;(12.000000, 105.483330)
Kyle;12389;Valid;L6;7780;Found;01.01.1965;29.975000;-97.866670;(29.975000, -97.866670)
Dar al Gani 994;6534;Valid;H4/5;7769;Found;01.01.2002;27.487170;16.445330;(27.487170, 16.445330)
Melvern Lake;15477;Valid;H5;7746;Found;01.01.1950;38.525000;-95.780560;(38.525000, -95.780560)
Sayh al Uhaymir 016;23208;Valid;H6;7745;Found;01.01.1999;20.978670;57.327170;(20.978670, 57.327170)
Murphy;16881;Valid;Iron, IIAB;7700;Found;01.01.1899;35.100000;-84.033330;(35.100000, -84.033330)
Dhofar 1733;57433;Valid;L3;7700;Found;01.01.2011;19.158230;54.886680;(19.158230, 54.886680)
Dhofar 1576;51864;Valid;L5;7700;Found;01.01.2010;18.516670;54.233330;(18.516670, 54.233330)
Ohuma;17996;Valid;L5;7700;Fell;01.01.1963;6.750000;8.500000;(6.750000, 8.500000)
Clover Springs;5384;Valid;Mesosiderite-A2;7700;Found;01.01.1954;34.450000;-111.366670;(34.450000, -111.366670)
Ventura;24159;Valid;Iron, IAB-ung;7700;Found;01.01.1953;34.250000;-119.300000;(34.250000, -119.300000)
Clinton;5381;Valid;Iron;7700;Found;01.01.1950;36.083330;-84.200000;(36.083330, -84.200000)
Dawn (a);6618;Valid;H6;7682;Found;01.01.1981;34.860000;-102.120000;(34.860000, -102.120000)
Williston;24275;Valid;Iron, IIIAB;7645;Found;01.01.1962;47.983330;-103.650000;(47.983330, -103.650000)
La Ciénega;51052;Valid;H6;7632;Found;01.01.2007;30.201860;-111.935870;(30.201860, -111.935870)
Sutton;23763;Valid;H5;7600;Found;01.01.1964;40.600000;-97.866670;(40.600000, -97.866670)
Dora (pallasite);7712;Valid;Pallasite, PMG;7600;Found;01.01.1955;33.926670;-103.955000;(33.926670, -103.955000)
Yudoma;30376;Valid;Iron, IVA;7600;Found;01.01.1946;60.000000;140.000000;(60.000000, 140.000000)
Brandon;5132;Valid;L6/7;7580;Found;01.01.1975;40.810000;-101.801670;(40.810000, -101.801670)
Sayh al Uhaymir 272;23445;Valid;H5;7563;Found;01.01.2003;20.786670;57.214050;(20.786670, 57.214050)
Allan Hills 84002;605;Valid;L6;7554;Found;01.01.1984;-76.742540;158.828860;(-76.742540, 158.828860)
Dhofar 1562;51567;Valid;L6;7550;Found;01.01.2004;18.926000;54.398880;(18.926000, 54.398880)
Tabor;23776;Valid;H5;7540;Fell;01.01.1753;49.400000;14.650000;(49.400000, 14.650000)
Zomba;30412;Valid;L6;7500;Fell;01.01.1899;-15.183330;35.283330;(-15.183330, 35.283330)
San Francisco del Mezquital;23123;Valid;Iron, IIAB;7500;Found;01.01.1868;23.483330;-104.366670;(23.483330, -104.366670)
Nanjemoy;16904;Valid;H6;7500;Fell;01.01.1825;38.416670;-77.166670;(38.416670, -77.166670)
Bo Xian;5090;Valid;LL3.9;7500;Fell;01.01.1977;33.833330;115.833330;(33.833330, 115.833330)
Kimbolton;12312;Valid;H4;7500;Found;01.01.1976;-40.071390;175.730280;(-40.071390, 175.730280)
Ella Island;10018;Valid;L6;7500;Found;01.01.1971;72.883330;-25.116670;(72.883330, -25.116670)
Millrose;16686;Valid;L6;7464;Found;01.01.1984;-26.333330;121.000000;(-26.333330, 121.000000)
Arroyo Aguiar;2340;Valid;H5;7450;Fell;01.01.1950;-31.416670;-60.666670;(-31.416670, -60.666670)
Idalia;11998;Valid;H;7400;Found;01.01.1968;39.695000;-102.295000;(39.695000, -102.295000)
Dhofar 617;7374;Valid;H6;7395;Found;01.01.2001;19.161000;54.706450;(19.161000, 54.706450)
Dar al Gani 478;6026;Valid;L6;7367;Found;01.01.1998;27.754670;15.981830;(27.754670, 15.981830)
Lahmada;12414;Valid;H6;7360;Found;01.01.1998;27.166670;-9.500000;(27.166670, -9.500000)
Edmonton (Canada);7770;Valid;Iron, IIAB;7340;Found;01.01.1939;53.666670;-113.416670;(53.666670, -113.416670)
Ijopega;12004;Valid;H6;7330;Fell;01.01.1975;-6.033330;145.366670;(-6.033330, 145.366670)
Castalia;5291;Valid;H5;7300;Fell;01.01.1874;36.083330;-78.066670;(36.083330, -78.066670)
Dhofar 276;7059;Valid;H5;7285;Found;01.01.2001;18.650000;54.135000;(18.650000, 54.135000)
Calico Rock;5198;Valid;Iron, IIAB;7275;Found;01.01.1938;36.083330;-92.150000;(36.083330, -92.150000)
Qarat al Milh 001;35461;Valid;LL4-6;7269;Found;01.01.2005;21.370150;57.729100;(21.370150, 57.729100)
Bremervörde;5135;Valid;H/L3.9;7250;Fell;01.01.1855;53.400000;9.100000;(53.400000, 9.100000)
Inman;12036;Valid;L/LL3.4;7250;Found;01.01.1966;38.250000;-97.666670;(38.250000, -97.666670)
Supuhee;23760;Valid;H6;7235;Fell;01.01.1865;26.716670;84.216670;(26.716670, 84.216670)
Bluewing 005;5083;Valid;L5;7200;Found;01.01.1999;40.285630;-118.946570;(40.285630, -118.946570)
Bir Rebaa;5054;Valid;H6;7200;Found;01.01.1993;31.666670;8.416670;(31.666670, 8.416670)
Derrick Peak A78002;6678;Valid;Iron, IIAB;7188;Found;01.01.1978;-80.066670;156.383330;(-80.066670, 156.383330)
Ramlat as Sahmah 252;35681;Valid;L4;7171;Found;01.01.2005;20.053400;56.466120;(20.053400, 56.466120)
Round Top (b);22769;Valid;H4;7166;Found;01.01.1939;30.066670;-96.700000;(30.066670, -96.700000)
Dar al Gani 256;5804;Valid;LL5-6;7141;Found;01.01.1997;27.061170;16.178170;(27.061170, 16.178170)
Mart;15435;Valid;Iron, IVA;7140;Found;01.01.1898;31.500000;-96.883330;(31.500000, -96.883330)
Jiddat al Harasis 369;51636;Valid;H~5;7100;Found;01.01.2003;19.285250;55.822430;(19.285250, 55.822430)
Morven;16754;Valid;H4/5;7100;Found;01.01.1925;-44.816670;171.133330;(-44.816670, 171.133330)
Los Vientos 012;57197;Valid;H6;7090;Found;01.01.2011;-24.683330;-69.766670;(-24.683330, -69.766670)
Los Vientos 023;57333;Valid;L6;7090;Found;01.01.2011;-24.683330;-69.766670;(-24.683330, -69.766670)
Canton;5254;Valid;Iron, IIIAB;7030;Found;01.01.1894;34.200000;-84.483330;(34.200000, -84.483330)
Lancon;12456;Valid;H6;7000;Fell;01.01.1897;43.750000;5.116670;(43.750000, 5.116670)
Luis Lopez;14751;Valid;Iron, IIIAB;7000;Found;01.01.1896;34.000000;-106.966670;(34.000000, -106.966670)
Borkut;5113;Valid;L5;7000;Fell;01.01.1852;48.150000;24.283330;(48.150000, 24.283330)
Petropavlovsk;18803;Valid;Iron, ungrouped;7000;Found;01.01.1841;53.350000;87.183330;(53.350000, 87.183330)
Schellin;23457;Valid;L;7000;Fell;01.01.1715;53.350000;15.050000;(53.350000, 15.050000)
Tissint;54823;Valid;Martian (shergottite);7000;Fell;01.01.2011;29.481950;-7.611230;(29.481950, -7.611230)
Jiddat al Harasis 407;48558;Valid;H6;7000;Found;01.01.2006;19.801520;56.610300;(19.801520, 56.610300)
Northwest Africa 256;17668;Valid;LL5;7000;Found;01.01.1999;29.916670;-5.583330;(29.916670, -5.583330)
Dashoguz;6604;Valid;H5;7000;Fell;01.01.1998;41.984440;59.685000;(41.984440, 59.685000)
Hidden Valley;11882;Valid;Iron, IIIAB;7000;Found;01.01.1991;-19.116670;145.416670;(-19.116670, 145.416670)
Sfax;23512;Valid;L6;7000;Fell;01.01.1989;34.750000;10.716670;(34.750000, 10.716670)
Ipiranga;12043;Valid;H6;7000;Fell;01.01.1972;-25.500000;-54.500000;(-25.500000, -54.500000)
Salla;23110;Valid;L6;7000;Found;01.01.1963;66.800000;28.450000;(66.800000, 28.450000)
Flagg;10108;Valid;L5;7000;Found;01.01.1954;34.433330;-102.516670;(34.433330, -102.516670)
Lombard;14679;Valid;Iron, IIAB;7000;Found;01.01.1953;46.100000;-111.400000;(46.100000, -111.400000)
Repeev Khutor;22590;Valid;Iron, IIF;7000;Fell;01.01.1933;48.600000;45.666670;(48.600000, 45.666670)
Queen's Mercy;22357;Valid;H6;7000;Fell;01.01.1925;-30.116670;28.700000;(-30.116670, 28.700000)
Lanzenkirchen;12465;Valid;L4;7000;Fell;01.01.1925;47.750000;16.233330;(47.750000, 16.233330)
Elm Creek;10024;Valid;H4;7000;Found;01.01.1906;38.500000;-96.200000;(38.500000, -96.200000)
Merweville;15493;Valid;L5;6970;Found;01.01.1977;-32.758330;21.683330;(-32.758330, 21.683330)
Kendleton;12275;Valid;L4;6937;Fell;01.01.1939;29.450000;-96.000000;(29.450000, -96.000000)
Dhofar 375;7157;Valid;LL4-6;6933;Found;01.01.2000;19.038220;54.794230;(19.038220, 54.794230)
Segowlie;23476;Valid;LL6;6930;Fell;01.01.1853;26.750000;84.783330;(26.750000, 84.783330)
Sam's Valley;23116;Valid;Iron, IIIAB;6920;Found;01.01.1894;42.533330;-122.875000;(42.533330, -122.875000)
Ple?coi;51706;Valid;L5-6;6913;Fell;01.01.2008;45.275000;26.709720;(45.275000, 26.709720)
Viedma;24172;Valid;L5;6900;Found;01.01.2003;-41.066670;-62.850000;(-41.066670, -62.850000)
Mayday;15448;Valid;H4;6900;Found;01.01.1955;39.474440;-96.925000;(39.474440, -96.925000)
Lillaverke;14650;Valid;H5;6862;Fell;01.01.1930;56.650000;15.866670;(56.650000, 15.866670)
Marsland;15434;Valid;H5;6850;Found;01.01.1933;42.450000;-103.300000;(42.450000, -103.300000)
Providence;18893;Valid;Iron, IIIAB;6804;Found;01.01.1903;38.566670;-85.233330;(38.566670, -85.233330)
Marshall County;15433;Valid;Iron, IIIAB;6800;Found;01.01.1860;37.000000;-88.250000;(37.000000, -88.250000)
Union County;24122;Valid;Iron, IC;6800;Found;01.01.1853;34.750000;-84.000000;(34.750000, -84.000000)
Los Vientos 010;57195;Valid;H5;6800;Found;01.01.2011;-24.683330;-69.766670;(-24.683330, -69.766670)
Kavarpura;47351;Valid;Iron, IIE-an;6800;Fell;01.01.2006;25.143330;75.813330;(25.143330, 75.813330)
Dhofar 435;7212;Valid;H6;6800;Found;01.01.2001;18.887100;54.525050;(18.887100, 54.525050)
Gunlock;11453;Valid;L3.2;6800;Found;01.01.1982;37.283330;-113.783330;(37.283330, -113.783330)
Coonana;5437;Valid;H4;6800;Found;01.01.1962;-29.850000;140.700000;(-29.850000, 140.700000)
St. Peter;23094;Valid;L5;6800;Found;01.01.1957;39.400000;-100.033330;(39.400000, -100.033330)
Hope;11905;Valid;Iron, IAB-MG;6800;Found;01.01.1955;33.683330;-93.600000;(33.683330, -93.600000)
Jerome (Idaho);12082;Valid;L;6800;Found;01.01.1954;42.633330;-114.833330;(42.633330, -114.833330)
Broken Bow;5145;Valid;H4;6800;Found;01.01.1937;41.433330;-99.700000;(41.433330, -99.700000)
Sanderson;23135;Valid;Iron, IIIAB;6800;Found;01.01.1936;30.133330;-102.150000;(30.133330, -102.150000)
Cleburne;5377;Valid;Iron, IVA;6800;Found;01.01.1907;32.316670;-97.416670;(32.316670, -97.416670)
Yamato 791869;27218;Valid;H5;6784;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Sayh al Uhaymir 035;23227;Valid;H5;6760;Found;01.01.2000;20.673670;57.180000;(20.673670, 57.180000)
Dresden (Kansas);7730;Valid;H5;6760;Found;01.01.1953;39.616670;-100.463060;(39.616670, -100.463060)
Sayh al Uhaymir 072;23264;Valid;H5;6750;Found;01.01.2001;20.638170;57.169000;(20.638170, 57.169000)
Yamato 8435;29482;Valid;L6;6748;Found;01.01.1984;-71.500000;35.666670;(-71.500000, 35.666670)
Zegdou;30398;Valid;H3;6700;Found;01.01.1998;29.750000;-4.500000;(29.750000, -4.500000)
Acfer 001;11;Valid;L6;6700;Found;01.01.1989;27.500000;3.616670;(27.500000, 3.616670)
Eva;10066;Valid;H5;6700;Found;01.01.1965;36.816670;-101.908330;(36.816670, -101.908330)
Lushton;14760;Valid;L6;6700;Found;01.01.1914;40.749720;-97.749720;(40.749720, -97.749720)
Sarir Tibesti 001;23185;Valid;H5;6697;Found;01.01.1994;24.297000;18.414330;(24.297000, 18.414330)
Oliver;18014;Valid;L6;6690;Found;01.01.1984;41.200000;-103.683330;(41.200000, -103.683330)
Keen Mountain;12271;Valid;Iron, IIAB;6690;Found;01.01.1950;37.216670;-82.000000;(37.216670, -82.000000)
Lemmon;12762;Valid;H5;6680;Found;01.01.1984;45.933330;-102.183330;(45.933330, -102.183330)
Fremont Butte;10181;Valid;L4;6647;Found;01.01.1963;38.500000;-105.500000;(38.500000, -105.500000)
Yamato 81132;29193;Valid;H5;6607;Found;01.01.1981;-71.500000;35.666670;(-71.500000, 35.666670)
Hammadah al Hamra 147;11630;Valid;H4;6600;Found;01.01.1995;28.660170;12.750000;(28.660170, 12.750000)
Tokio (a);24016;Valid;H5;6600;Found;01.01.1974;33.216670;-102.631670;(33.216670, -102.631670)
Chambord;5318;Valid;Iron, IIIAB;6600;Found;01.01.1904;48.450000;-72.066670;(48.450000, -72.066670)
Puquios;18903;Valid;Iron, IID;6580;Found;01.01.1885;-27.150000;-69.916670;(-27.150000, -69.916670)
Okahandja;17999;Valid;Iron, IIAB;6580;Found;01.01.1926;-21.983330;16.933330;(-21.983330, 16.933330)
Allred;2280;Valid;L4;6570;Found;01.01.1978;33.100000;-102.950000;(33.100000, -102.950000)
Asuka 881899;4608;Valid;LL3;6567;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Cobija;5388;Valid;H6;6530;Found;01.01.1892;-22.566670;-70.250000;(-22.566670, -70.250000)
Otomi;18045;Valid;H;6510;Fell;01.01.1867;38.400000;140.350000;(38.400000, 140.350000)
Ankober;2304;Valid;H4;6500;Fell;01.01.1942;9.533330;39.716670;(9.533330, 39.716670)
Dhofar 1525;52398;Valid;H4;6476;Found;01.01.2008;18.776330;54.396330;(18.776330, 54.396330)
Cereseto;5308;Valid;H5;6460;Fell;01.01.1840;45.083330;8.300000;(45.083330, 8.300000)
Hub;11921;Valid;L5;6452;Found;01.01.1991;34.540000;-102.594330;(34.540000, -102.594330)
Allan Hills A77305;1614;Valid;L6;6444;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Jiddat al Harasis 457;48608;Valid;L6;6442;Found;01.01.2007;19.731830;56.329250;(19.731830, 56.329250)
Gambat;10851;Valid;L6;6400;Fell;01.01.1897;27.350000;68.533330;(27.350000, 68.533330)
Ambapur Nagla;2290;Valid;H5;6400;Fell;01.01.1895;27.666670;78.250000;(27.666670, 78.250000)
Babb's Mill (Troost's Iron);4916;Valid;Iron, ungrouped;6400;Found;01.01.1842;36.300000;-82.883330;(36.300000, -82.883330)
Barbotan;4942;Valid;H5;6400;Fell;01.01.1790;43.950000;-0.050000;(43.950000, -0.050000)
Grandview;47730;Valid;L5;6400;Found;01.01.2008;32.788333;-101.938333;(32.788333, -101.938333)
Hammadah al Hamra 125;11608;Valid;H5;6400;Found;01.01.1995;28.466000;13.124170;(28.466000, 13.124170)
Ocate;48976;Valid;Iron, IAB-MG;6400;Found;01.01.1986;36.295330;-105.048330;(36.295330, -105.048330)
Morton;16753;Valid;H6;6400;Found;01.01.1980;33.716670;-102.766670;(33.716670, -102.766670)
Roper River;22763;Valid;Iron, IIIAB;6400;Found;01.01.1953;-15.000000;135.000000;(-15.000000, 135.000000)
Mihonoseki;16635;Valid;L6;6380;Fell;01.01.1992;35.568330;133.220000;(35.568330, 133.220000)
Sierra Sandon;23591;Valid;Iron, IIIAB;6330;Found;01.01.1923;-25.166670;-69.283330;(-25.166670, -69.283330)
Crow Peak;44709;Valid;Iron, IIAB;6320;Found;01.01.1958;44.477330;-103.972000;(44.477330, -103.972000)
Ramlat as Sahmah 399;55495;Valid;L6;6319;Found;01.01.2010;20.151220;55.709250;(20.151220, 55.709250)
Northwest Africa 1664;17399;Valid;Howardite;6310;Found;01.01.2002;29.533330;-3.183330;(29.533330, -3.183330)
Acfer 084;93;Valid;H5;6300;Found;01.01.1990;27.550000;3.866670;(27.550000, 3.866670)
Floydada (b);10115;Valid;H5;6266;Found;01.01.1999;33.983330;-101.333330;(33.983330, -101.333330)
Miller Butte 01001;16647;Valid;L5;6260;Found;01.01.2001;-72.684170;161.315830;(-72.684170, 161.315830)
Hammadah al Hamra 116;11599;Valid;H5;6250;Found;01.01.1995;28.916170;13.048500;(28.916170, 13.048500)
Rhineland;22595;Valid;H5;6240;Found;01.01.1961;33.533330;-99.616670;(33.533330, -99.616670)
Mosca;16755;Valid;L6;6220;Found;01.01.1942;37.633330;-105.833330;(37.633330, -105.833330)
Summerfield;23743;Valid;L5;6200;Found;01.01.1979;34.766670;-102.416670;(34.766670, -102.416670)
Axtell;4911;Valid;CV3;6200;Found;01.01.1943;31.660000;-96.971670;(31.660000, -96.971670)
Neuschwanstein;16950;Valid;EL6;6189;Fell;01.01.2002;47.525000;10.808330;(47.525000, 10.808330)
Pirapora;18833;Valid;Iron, IIAB;6175;Found;01.01.1888;-17.300000;-45.000000;(-17.300000, -45.000000)
Yamato 790957;26306;Valid;L5/6;6175;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Ovid;18057;Valid;H6;6169;Found;01.01.1939;40.966670;-102.400000;(40.966670, -102.400000)
Yamato 86796;30302;Valid;H6;6140;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Khmelevka;12297;Valid;L5;6109;Fell;01.01.1929;56.750000;75.333330;(56.750000, 75.333330)
Nagy-Borové;16893;Valid;L5;6100;Fell;01.01.1895;49.166670;19.500000;(49.166670, 19.500000)
Yamato 75028;25069;Valid;H3-6;6100;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Haven;11858;Valid;H6;6100;Found;01.01.1950;37.964170;-97.755830;(37.964170, -97.755830)
Juarez;12205;Valid;L6;6100;Found;01.01.1938;-37.550000;-60.150000;(-37.550000, -60.150000)
Hedjaz;11870;Valid;L3.7-6;6100;Fell;01.01.1910;27.333330;35.666670;(27.333330, 35.666670)
Forksville;10123;Valid;L6;6067;Fell;01.01.1924;36.783330;-78.083330;(36.783330, -78.083330)
Asuka 87308;2665;Valid;H5;6060;Found;01.01.1987;-72.000000;26.000000;(-72.000000, 26.000000)
Quenggouk;22358;Valid;H4;6045;Fell;01.01.1857;17.766670;95.183330;(17.766670, 95.183330)
El Médano 153;57170;Valid;H3;6038;Found;01.01.2010;-24.850000;-70.533330;(-24.850000, -70.533330)
Northwest Africa 1717;17432;Valid;LL5-6;6032;Found;01.01.2002;21.000000;-13.000000;(21.000000, -13.000000)
Cynthiana;5500;Valid;L/LL4;6000;Fell;01.01.1877;38.400000;-84.250000;(38.400000, -84.250000)
Ornans;18030;Valid;CO3.4;6000;Fell;01.01.1868;47.116670;6.150000;(47.116670, 6.150000)
Wairarapa Valley;24199;Valid;H6;6000;Found;01.01.1863;-41.316670;175.133330;(-41.316670, 175.133330)
Oesel;17989;Valid;L6;6000;Fell;01.01.1855;58.500000;23.000000;(58.500000, 23.000000)
Bishopville;5059;Valid;Aubrite;6000;Fell;01.01.1843;34.166670;-80.283330;(34.166670, -80.283330)
Kuleschovka;12370;Valid;L6;6000;Fell;01.01.1811;50.750000;33.500000;(50.750000, 33.500000)
Alais;448;Valid;CI1;6000;Fell;01.01.1806;44.116670;4.083330;(44.116670, 4.083330)
Maromandia;15430;Valid;L6;6000;Fell;01.01.2002;-14.200000;48.100000;(-14.200000, 48.100000)
Northwest Africa 4255;35378;Valid;Diogenite;6000;Found;01.01.2002;27.850000;-7.800000;(27.850000, -7.800000)
Foum Zguid;10171;Valid;Iron, IIAB;6000;Found;01.01.1998;30.066670;-6.900000;(30.066670, -6.900000)
Roundsprings;22770;Valid;H5;6000;Found;01.01.1986;39.166670;-98.433330;(39.166670, -98.433330)
Griffith;11204;Valid;Iron, ungrouped;6000;Found;01.01.1985;33.716670;-102.816670;(33.716670, -102.816670)
Oxford;18063;Valid;H5;6000;Found;01.01.1985;40.166670;-99.666670;(40.166670, -99.666670)
Alta'ameem;2284;Valid;LL5;6000;Fell;01.01.1977;35.273330;44.215560;(35.273330, 44.215560)
Portales (c);18873;Valid;H4;6000;Found;01.01.1967;34.100000;-103.416670;(34.100000, -103.416670)
Chernyi Bor;5339;Valid;H4;6000;Fell;01.01.1964;53.700000;30.100000;(53.700000, 30.100000)
Nikolskoe;16977;Valid;L4;6000;Fell;01.01.1954;56.116670;37.333330;(56.116670, 37.333330)
Rupota;22783;Valid;L4-6;6000;Fell;01.01.1949;-10.266670;38.766670;(-10.266670, 38.766670)
Sidney;23585;Valid;L;6000;Found;01.01.1941;41.050000;-102.900000;(41.050000, -102.900000)
Cranfills Gap;5464;Valid;H6;6000;Found;01.01.1940;31.750000;-97.750000;(31.750000, -97.750000)
Tauk;23887;Valid;L6;6000;Fell;01.01.1929;35.133330;44.450000;(35.133330, 44.450000)
South Byron;23676;Valid;Iron, ungrouped;6000;Found;01.01.1915;43.033330;-78.033330;(43.033330, -78.033330)
Hendersonville;11873;Valid;L5;6000;Found;01.01.1901;35.316670;-81.466670;(35.316670, -81.466670)
Dhofar 294;7077;Valid;H3.9;5988;Found;01.01.2001;18.613330;54.500000;(18.613330, 54.500000)
Sappa;23175;Valid;L6;5950;Found;01.01.1983;39.844330;-100.510000;(39.844330, -100.510000)
Yocemento;30364;Valid;L4;5920;Found;01.01.1966;38.900000;-99.433330;(38.900000, -99.433330)
Travis County (b);24041;Valid;H4;5900;Found;01.01.1889;30.555560;-97.952780;(30.555560, -97.952780)
Jhung;12085;Valid;L5;5900;Fell;01.01.1873;31.300000;72.383330;(31.300000, 72.383330)
Xi Ujimgin;24345;Valid;L/LL6-an;5900;Fell;01.01.1980;44.666670;117.500000;(44.666670, 117.500000)
Kossuth;12350;Valid;Iron, IVA;5900;Found;01.01.1975;40.666670;-84.350000;(40.666670, -84.350000)
Culbertson;5494;Valid;H4;5900;Found;01.01.1913;40.233330;-100.833330;(40.233330, -100.833330)
Allan Hills A77225;1536;Valid;H4;5878;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
as-Su'aydan;2354;Valid;L5;5855;Found;01.01.1960;21.254170;55.305000;(21.254170, 55.305000)
Ojuelos Altos;17997;Valid;L6;5850;Fell;01.01.1926;38.183330;-5.400000;(38.183330, -5.400000)
Misshof;16703;Valid;H5;5800;Fell;01.01.1890;56.666670;23.000000;(56.666670, 23.000000)
Yandama;30347;Valid;L6;5800;Found;01.01.1914;-29.750000;141.033330;(-29.750000, 141.033330)
Pecora Escarpment 91014;18305;Valid;L5;5768;Found;01.01.1991;-85.672520;-68.976490;(-85.672520, -68.976490)
Kemer;53654;Valid;L4;5760;Fell;01.01.2008;36.541940;29.418220;(36.541940, 29.418220)
El Médano 178;57326;Valid;H~5;5758;Found;01.01.2011;-24.850000;-70.533330;(-24.850000, -70.533330)
Yaringie Hill;48950;Valid;H5;5750;Found;01.01.2006;-32.082870;135.649850;(-32.082870, 135.649850)
Washington County;24217;Valid;Iron, ungrouped;5750;Found;01.01.1927;39.700000;-103.166670;(39.700000, -103.166670)
Chinautla;5352;Valid;Iron, IVA-an;5720;Found;01.01.1902;14.500000;-90.500000;(14.500000, -90.500000)
Cowell;5457;Valid;Iron, IIIAB;5717;Found;01.01.1932;-33.300000;136.016670;(-33.300000, 136.016670)
Asuka 87272;2629;Valid;Eucrite-mmict;5706;Found;01.01.1987;-72.000000;26.000000;(-72.000000, 26.000000)
Northwest Africa 1580;17339;Valid;L6;5700;Found;01.01.2001;31.333330;-4.000000;(31.333330, -4.000000)
Yafa;24351;Valid;H5;5700;Fell;01.01.2000;13.711110;45.170000;(13.711110, 45.170000)
Grady (c);10953;Valid;H4;5700;Found;01.01.1970;34.800000;-103.316670;(34.800000, -103.316670)
Adams County;375;Valid;H5;5700;Found;01.01.1928;39.966670;-103.766670;(39.966670, -103.766670)
Gumoschnik;11450;Valid;H5;5700;Fell;01.01.1904;42.900000;24.700000;(42.900000, 24.700000)
Dhofar 222;7006;Valid;L5;5680;Found;01.01.2000;18.693330;54.370000;(18.693330, 54.370000)
Dandapur;5511;Valid;L6;5650;Fell;01.01.1878;26.916670;83.966670;(26.916670, 83.966670)
Dhofar 138;6923;Valid;L6;5640;Found;01.01.2000;18.311330;54.369330;(18.311330, 54.369330)
Attica;4890;Valid;H4;5622;Found;01.01.1996;37.250000;-98.133330;(37.250000, -98.133330)
Ilinskaya Stanitza;12023;Valid;Iron, IIIAB;5621;Found;01.01.1915;51.233330;57.383330;(51.233330, 57.383330)
Roy (1934);22775;Valid;L6;5619;Found;01.01.1934;35.950000;-104.200000;(35.950000, -104.200000)
Kress (c);12360;Valid;L6;5600;Found;01.01.1978;34.338330;-101.716670;(34.338330, -101.716670)
Loop;14702;Valid;L6;5600;Found;01.01.1962;32.900000;-102.283330;(32.900000, -102.283330)
Kuga;12367;Valid;Iron, IIIAB;5600;Found;01.01.1950;34.100000;132.083330;(34.100000, 132.083330)
Newport;16962;Valid;Pallasite, PMG;5600;Found;01.01.1923;35.600000;-91.266670;(35.600000, -91.266670)
Ramlat al Wahibah 014;45885;Valid;H5;5591;Found;01.01.2006;21.059780;58.404320;(21.059780, 58.404320)
Felt (b);10084;Valid;L3.5-5;5590;Found;01.01.1990;36.583330;-102.700000;(36.583330, -102.700000)
