name;id;nametype;recclass;mass (g);fall;year;reclat;reclong;GeoLocation
Ilafegh 016;12021;Valid;H4;96;Found;01.01.1989;21.716670;1.600000;(21.716670, 1.600000)
Roosevelt County 021;22676;Valid;H5;96;Found;01.01.1983;33.818060;-103.206940;(33.818060, -103.206940)
Wellman (e);24241;Valid;H4;959;Found;01.01.1973;33.678330;-102.315000;(33.678330, -102.315000)
Allan Hills 84062;664;Valid;L6;958.2;Found;01.01.1984;-76.920620;156.875200;(-76.920620, 156.875200)
Dhofar 418;7196;Valid;H6;958;Found;01.01.2001;18.814850;54.428200;(18.814850, 54.428200)
Sopot;23670;Valid;OC;958;Fell;01.01.1927;44.416670;23.500000;(44.416670, 23.500000)
Asuka 881900;4609;Valid;LL6;957.99;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Asuka 881974;4683;Valid;L6;957.42;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Queen Alexandra Range 93023;19112;Valid;H5;957.1;Found;01.01.1993;-84.630530;162.504920;(-84.630530, 162.504920)
Dar al Gani 054;5570;Valid;LL3.8;957;Found;01.01.1995;27.304830;16.300170;(27.304830, 16.300170)
Ramlat as Sahmah 268;50956;Valid;H6;956.8;Found;01.01.2008;20.581430;56.129900;(20.581430, 56.129900)
Dar al Gani 414;5962;Valid;L6;956;Found;01.01.1998;27.516170;16.283330;(27.516170, 16.283330)
Aiken;421;Valid;OC;956;Found;01.01.1936;34.200000;-101.500000;(34.200000, -101.500000)
Dar al Gani 1045;49488;Valid;L6;955;Found;01.01.2005;27.495830;16.258330;(27.495830, 16.258330)
Sayh al Uhaymir 501;52432;Valid;H6;954;Found;01.01.2009;20.785330;57.268670;(20.785330, 57.268670)
Olton;18016;Valid;H3.5;953;Found;01.01.1948;34.167220;-102.133610;(34.167220, -102.133610)
Yamato 790529;25878;Valid;LL5;952.9;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Dhofar 1154;33857;Valid;LL6;952;Found;01.01.2005;18.741611;54.261750;(18.741611, 54.261750)
Sayh al Uhaymir 025;23217;Valid;L6;952;Found;01.01.1999;21.021830;57.246670;(21.021830, 57.246670)
Allan Hills A77297;1607;Valid;L6;951.6;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Allan Hills 85022;888;Valid;L6;951.5;Found;01.01.1985;-76.843910;156.367090;(-76.843910, 156.367090)
Slobodka (of P. Partsch);23646;Valid;L6;950;Found;01.01.1838;55.000000;35.000000;(55.000000, 35.000000)
Northwest Africa 035;17045;Valid;L6;950;Found;01.01.1999;27.166670;-9.500000;(27.166670, -9.500000)
Junan;12210;Valid;L6;950;Fell;01.01.1976;35.200000;118.800000;(35.200000, 118.800000)
Kalaba;12232;Valid;H4;950;Fell;01.01.1951;-6.833330;29.500000;(-6.833330, 29.500000)
Shiraiwa;23537;Valid;H4;950;Found;01.01.1915;39.500000;140.200000;(39.500000, 140.200000)
Yamato 793272;28621;Valid;L3.5;95.96;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790544;25893;Valid;LL;95.89;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Meteorite Hills 00572;15807;Valid;H4;95.8;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Elephant Moraine 83374;8010;Valid;H6;95.8;Found;01.01.1983;-76.299440;157.292500;(-76.299440, 157.292500)
Allan Hills 83067;587;Valid;L6;95.8;Found;01.01.1983;-76.741940;159.380830;(-76.741940, 159.380830)
Allan Hills A78049;1665;Valid;H5;95.8;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Meteorite Hills 00592;15826;Valid;L5;95.78;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Elephant Moraine 96135;9727;Valid;EH4/5;95.7;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Allan Hills 85040;906;Valid;L6;95.7;Found;01.01.1985;-76.817760;156.030750;(-76.817760, 156.030750)
Yamato 790761;26110;Valid;H4;95.69;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Patuxent Range 91531;18149;Valid;L6;95.6;Found;01.01.1991;-84.962490;-67.540420;(-84.962490, -67.540420)
Lewis Cliff 87171;13637;Valid;H5;95.6;Found;01.01.1987;-84.354320;161.199740;(-84.354320, 161.199740)
Asuka 881576;4285;Valid;H5;95.59;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 790980;26329;Valid;H4;95.58;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 86718;30224;Valid;L5;95.55;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Graves Nunataks 98019;11011;Valid;Eucrite-br;95.5;Found;01.01.1998;-86.716670;-141.500000;(-86.716670, -141.500000)
Ramlat al Wahibah 003;45874;Valid;H4/5;95.44;Found;01.01.2006;21.348450;58.407850;(21.348450, 58.407850)
Queen Alexandra Range 93707;19793;Valid;L5;95.4;Found;01.01.1993;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 87823;8373;Valid;H3.9;95.4;Found;01.01.1987;-76.183330;157.166670;(-76.183330, 157.166670)
Asuka 881012;3721;Valid;H6;95.17;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 791042;26391;Valid;H4/5;95.07;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Meteorite Hills 00559;15794;Valid;L6;95.02;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Caleta el Cobre 009;54627;Valid;L4;95;Found;01.01.2010;-24.250000;-70.516670;(-24.250000, -70.516670)
United Arab Emirates 014;51037;Valid;L6;95;Found;01.01.2009;22.869060;55.151890;(22.869060, 55.151890)
Dhofar 608;7365;Valid;H5/6;95;Found;01.01.2001;18.735670;54.192130;(18.735670, 54.192130)
Dhofar 661;7418;Valid;LL4-6;95;Found;01.01.2001;19.090420;54.087530;(19.090420, 54.087530)
Cuddeback Dry Lake 002;5481;Valid;L6;95;Found;01.01.2000;35.275500;-117.478330;(35.275500, -117.478330)
Harper Dry Lake 003;11834;Valid;L6;95;Found;01.01.1999;35.042500;-117.308370;(35.042500, -117.308370)
Bluewing 003;5081;Valid;L6;95;Found;01.01.1999;40.267520;-118.943080;(40.267520, -118.943080)
Dar al Gani 216;5764;Valid;L3;95;Found;01.01.1996;27.126000;16.106500;(27.126000, 16.106500)
Hammadah al Hamra 191;11674;Valid;LL6;95;Found;01.01.1996;28.643500;13.406670;(28.643500, 13.406670)
Dar al Gani 041;5557;Valid;H5;95;Found;01.01.1995;27.135830;16.360170;(27.135830, 16.360170)
Acfer 302;310;Valid;H5;95;Found;01.01.1992;27.586940;3.964170;(27.586940, 3.964170)
Acfer 154;163;Valid;H5;95;Found;01.01.1990;27.550000;4.016670;(27.550000, 4.016670)
Graves Nunataks 95209;10969;Valid;Lodranite;948.8;Found;01.01.1995;-86.716670;-141.500000;(-86.716670, -141.500000)
Ramlat as Sahmah 319;51991;Valid;H5;948.4;Found;01.01.2009;20.881870;55.434520;(20.881870, 55.434520)
Dhofar 1570;52436;Valid;H5;948;Found;01.01.2006;18.687830;54.412170;(18.687830, 54.412170)
Shalim 009;51962;Valid;L6;9472.2000000000007;Found;01.01.2009;18.872530;55.475920;(18.872530, 55.475920)
Asuka 881720;4429;Valid;L4;947.84;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 82055;29249;Valid;L3.6;946.75;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Dhofar 331;7114;Valid;H5;946;Found;01.01.2000;18.141670;54.086670;(18.141670, 54.086670)
Dhofar 091;6790;Valid;H5;946;Found;01.01.1999;18.329670;54.480500;(18.329670, 54.480500)
Dar al Gani 412;5960;Valid;CK5;946;Found;01.01.1998;27.347000;16.088330;(27.347000, 16.088330)
Sayh al Uhaymir 042;23234;Valid;L6;945.2;Found;01.01.2000;20.723060;57.125280;(20.723060, 57.125280)
Cañellas;5251;Valid;H4;945;Fell;01.01.1861;41.250000;1.666670;(41.250000, 1.666670)
Dhofar 687;7444;Valid;H5/6;945;Found;01.01.2001;19.341500;54.724970;(19.341500, 54.724970)
Dar al Gani 059;5575;Valid;L5;944;Found;01.01.1995;27.298670;16.166830;(27.298670, 16.166830)
Jiddat al Harasis 272;35589;Valid;H4;942.1;Found;01.01.2005;19.930650;56.083870;(19.930650, 56.083870)
Jiddat al Harasis 717;56353;Valid;L5/6;942;Found;01.01.2011;19.807920;56.456030;(19.807920, 56.456030)
Dar al Gani 427;5975;Valid;L6;942;Found;01.01.1998;27.358170;16.432330;(27.358170, 16.432330)
Frontier Mountain 84001;10363;Valid;L6;942;Found;01.01.1984;-72.954880;160.473280;(-72.954880, 160.473280)
Allan Hills A78105;1720;Valid;L6;941.7;Found;01.01.1978;-76.716670;159.666670;(-76.716670, 159.666670)
Lonewolf Nunataks 94102;14686;Valid;CM2;941.6;Found;01.01.1994;-81.333330;152.833330;(-81.333330, 152.833330)
Acfer 069;78;Valid;L6;941;Found;01.01.1990;27.533330;3.833330;(27.533330, 3.833330)
Acfer 138;147;Valid;L5;941;Found;01.01.1990;27.666670;4.083330;(27.666670, 4.083330)
Northwest Africa 266;17672;Valid;H5;940;Found;01.01.1999;30.333330;-5.833330;(30.333330, -5.833330)
Grove Mountains 052119;46470;Valid;L6;94.91;Found;01.01.2006;-72.774170;75.316110;(-72.774170, 75.316110)
Yamato 86770;30276;Valid;C;94.89;Found;01.01.1986;-71.500000;35.666670;(-71.500000, 35.666670)
Sayh al Uhaymir 090;23282;Valid;Martian (shergottite);94.84;Found;01.01.2002;21.000000;57.320000;(21.000000, 57.320000)
Meteorite Hills 00597;15831;Valid;LL6;94.84;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
LaPaz Icefield 02255;12522;Valid;LL5;94.8;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Elephant Moraine 96271;9862;Valid;L6;94.8;Found;01.01.1996;-76.183330;157.166670;(-76.183330, 157.166670)
Patuxent Range 91518;18136;Valid;L6;94.7;Found;01.01.1991;-84.959090;-67.573090;(-84.959090, -67.573090)
MacAlpine Hills 88187;15351;Valid;L6;94.7;Found;01.01.1988;-84.216670;160.500000;(-84.216670, 160.500000)
Allan Hills 84165;767;Valid;Iron, IIIAB;94.7;Found;01.01.1984;-76.726790;159.155970;(-76.726790, 159.155970)
Allan Hills 84106;708;Valid;L6;94.7;Found;01.01.1984;-76.887440;156.933440;(-76.887440, 156.933440)
Asuka 87145;2502;Valid;L6;94.56;Found;01.01.1987;-72.000000;26.000000;(-72.000000, 26.000000)
Elephant Moraine 92051;9453;Valid;L6;94.5;Found;01.01.1992;-76.029360;155.999990;(-76.029360, 155.999990)
Elephant Moraine 82608;7833;Valid;LL6;94.5;Found;01.01.1982;-76.183330;157.166670;(-76.183330, 157.166670)
Allan Hills A81176;2136;Valid;H5;94.5;Found;01.01.1981;-76.699170;159.397500;(-76.699170, 159.397500)
Los Lunas;14707;Valid;H4;94.5;Found;01.01.1978;34.812500;-106.791670;(34.812500, -106.791670)
Yamato 82098;29292;Valid;CM2;94.48;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Asuka 881580;4289;Valid;H6;94.42;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
LaPaz Icefield 02250;12517;Valid;LL5;94.3;Found;01.01.2002;-86.366670;-70.000000;(-86.366670, -70.000000)
Camel Donga 013;5216;Valid;L6;94.3;Found;01.01.1993;-30.133330;126.890500;(-30.133330, 126.890500)
Roosevelt County 037;22692;Valid;H4/5;94.3;Found;01.01.1968;34.083330;-103.516670;(34.083330, -103.516670)
Grove Mountains 022163;46588;Valid;L5;94.29;Found;01.01.2003;-72.781670;75.303890;(-72.781670, 75.303890)
Yamato 792804;28153;Valid;H6;94.27;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Asuka 9007;4840;Valid;H3.7;94.26;Found;01.01.1990;-72.000000;26.000000;(-72.000000, 26.000000)
Yamato 791146;26495;Valid;H5;94.24;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 791462;26811;Valid;H5;94.23;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Atemajac;4884;Valid;L6;94.2;Fell;01.01.1896;20.066670;-103.666670;(20.066670, -103.666670)
Queen Alexandra Range 97069;20476;Valid;LL5;94.2;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Sayh al Uhaymir 456;45947;Valid;L6;94.12;Found;01.01.2006;20.438220;56.703830;(20.438220, 56.703830)
Grove Mountains 051741;46949;Valid;L6;94.1;Found;01.01.2006;-72.778330;75.317500;(-72.778330, 75.317500)
Jiddat al Harasis 445;48596;Valid;L4;94.018000000000001;Found;01.01.2007;19.604630;56.427450;(19.604630, 56.427450)
Castine;5293;Valid;L6;94;Fell;01.01.1848;44.383330;-68.750000;(44.383330, -68.750000)
Dhofar 339;7122;Valid;L6;94;Found;01.01.2001;18.640000;54.560000;(18.640000, 54.560000)
Dhofar 666;7423;Valid;H5/6;94;Found;01.01.2001;19.120230;54.796980;(19.120230, 54.796980)
Sayh al Uhaymir 310;34537;Valid;L6;94;Found;01.01.2001;21.200000;57.100000;(21.200000, 57.100000)
Red Dry Lake 003;22540;Valid;H6;94;Found;01.01.2001;35.645520;-114.030690;(35.645520, -114.030690)
Dar al Gani 846;6393;Valid;CO3;94;Found;01.01.1999;27.069670;16.096500;(27.069670, 16.096500)
Dar al Gani 512;6060;Valid;H5/6;94;Found;01.01.1997;27.183330;16.083330;(27.183330, 16.083330)
Tanezrouft 050;23851;Valid;H5;94;Found;01.01.1992;25.145560;0.047500;(25.145560, 0.047500)
Hammadah al Hamra 014;11499;Valid;L5;94;Found;01.01.1990;28.833330;12.516670;(28.833330, 12.516670)
MacAlpine Hills 88166;15330;Valid;H5;94;Found;01.01.1988;-84.216670;160.500000;(-84.216670, 160.500000)
Daraj 141;6596;Valid;L4;94;Found;01.01.1986;29.583330;11.783330;(29.583330, 11.783330)
Enigma;10036;Valid;H4;94;Found;01.01.1967;31.333330;-82.316670;(31.333330, -82.316670)
Wilbia;24261;Valid;H5;94;Found;01.01.1965;-26.450000;131.000000;(-26.450000, 131.000000)
Yamato 82081;29275;Valid;L6;939.27;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 793506;28855;Valid;LL6;939;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 790782;26131;Valid;LL;938.8;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Yamato 793241;28590;Valid;L6;938;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Shi?r 001;23539;Valid;L6;936.8;Found;01.01.2001;18.508000;53.987330;(18.508000, 53.987330)
Elida (a);10014;Valid;L6;936.8;Found;01.01.1968;33.783330;-103.576670;(33.783330, -103.576670)
Dhofar 1696;56321;Valid;H6;936;Found;01.01.2010;19.143330;54.655830;(19.143330, 54.655830)
Hammadah al Hamra 180;11663;Valid;Chondrite-ung;936;Found;01.01.1996;28.603500;13.300670;(28.603500, 13.300670)
Grove Mountains 022037;46827;Valid;L6;935.9;Found;01.01.2003;-72.782220;75.301110;(-72.782220, 75.301110)
ash-Shalfah;2350;Valid;L4;935;Found;01.01.1961;21.875000;49.719440;(21.875000, 49.719440)
Ramlat as Sahmah 338;55644;Valid;H3.6;934.7;Found;01.01.2010;20.802650;55.466780;(20.802650, 55.466780)
Asuka 881455;4164;Valid;H5;933.35;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Graves Nunataks 95206;10966;Valid;L6;933.2;Found;01.01.1995;-86.716670;-141.500000;(-86.716670, -141.500000)
Dar al Gani 983;6523;Valid;Eucrite-pmict;933;Found;01.01.2002;26.737500;16.899500;(26.737500, 16.899500)
Dar al Gani 849;6396;Valid;L5;933;Found;01.01.1998;26.883330;16.688170;(26.883330, 16.688170)
Dar al Gani 231;5779;Valid;CO3;932;Found;01.01.1997;27.168500;15.958330;(27.168500, 15.958330)
Hammadah al Hamra 150;11633;Valid;LL5-6;932;Found;01.01.1995;28.663000;13.469830;(28.663000, 13.469830)
Sayh al Uhaymir 071;23263;Valid;H5/6;931.9;Found;01.01.2001;20.819000;57.263670;(20.819000, 57.263670)
Dar al Gani 981;6521;Valid;L5;931;Found;01.01.2001;27.209830;16.426500;(27.209830, 16.426500)
Dhofar 1650;55568;Valid;H6;930;Found;01.01.2011;19.058220;54.571920;(19.058220, 54.571920)
Dar al Gani 381;5929;Valid;L6;930;Found;01.01.1997;27.434500;16.122670;(27.434500, 16.122670)
Queen Alexandra Range 99118;21570;Valid;L5;93.9;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Yamato 75288;25329;Valid;L5;93.9;Found;01.01.1975;-71.500000;35.666670;(-71.500000, 35.666670)
Grosvenor Mountains 95648;11374;Valid;L6;93.8;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Asuka 87176;2533;Valid;H4;93.75;Found;01.01.1987;-72.000000;26.000000;(-72.000000, 26.000000)
Jiddat al Harasis 697;56249;Valid;L6;93.6;Found;01.01.2011;19.066830;55.553420;(19.066830, 55.553420)
Patuxent Range 91536;18154;Valid;L6;93.6;Found;01.01.1991;-84.962550;-67.542260;(-84.962550, -67.542260)
Elephant Moraine 90484;8893;Valid;L6;93.6;Found;01.01.1990;-76.273890;156.502210;(-76.273890, 156.502210)
Dhofar 859;7605;Valid;H5;93.5;Found;01.01.2001;19.178330;54.825000;(19.178330, 54.825000)
Queen Alexandra Range 97062;20469;Valid;LL5;93.5;Found;01.01.1997;-84.000000;168.000000;(-84.000000, 168.000000)
Grosvenor Mountains 95651;11377;Valid;H6;93.5;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Sayh al Uhaymir 226;23399;Valid;H6;93.47;Found;01.01.2002;20.062550;56.953270;(20.062550, 56.953270)
Asuka 87229;2586;Valid;L6;93.46;Found;01.01.1987;-72.000000;26.000000;(-72.000000, 26.000000)
Jiddat al Harasis 332;45856;Valid;L6;93.45;Found;01.01.2006;19.728230;55.725970;(19.728230, 55.725970)
Meteorite Hills 00512;15747;Valid;LL5;93.4;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Queen Alexandra Range 99087;21539;Valid;H6;93.4;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
Elephant Moraine 83325;7964;Valid;L6;93.4;Found;01.01.1983;-76.324720;157.187500;(-76.324720, 157.187500)
Allan Hills A80129;1956;Valid;H5;93.4;Found;01.01.1980;-76.685280;159.258330;(-76.685280, 159.258330)
Grosvenor Mountains 95652;11378;Valid;CV3;93.33;Found;01.01.1995;-85.666670;175.000000;(-85.666670, 175.000000)
Yamato 82133;29327;Valid;L3.5;93.28;Found;01.01.1982;-71.500000;35.666670;(-71.500000, 35.666670)
Jiddat al Harasis 700;56252;Valid;L6;93.2;Found;01.01.2011;19.207430;55.401600;(19.207430, 55.401600)
Mount Prestrud 95414;16800;Valid;H4;93.2;Found;01.01.1995;-86.566670;-165.116670;(-86.566670, -165.116670)
Elephant Moraine 87627;8177;Valid;L6;93.2;Found;01.01.1987;-76.282600;157.185090;(-76.282600, 157.185090)
Lewis Cliff 87172;13638;Valid;H5;93.2;Found;01.01.1987;-84.354000;161.383060;(-84.354000, 161.383060)
Allan Hills 84019;622;Valid;Aubrite;93.2;Found;01.01.1984;-76.847140;158.509690;(-76.847140, 158.509690)
Meteorite Hills 00586;15820;Valid;L5;93.13;Found;01.01.2000;-79.683330;155.750000;(-79.683330, 155.750000)
Meteorite Hills 01121;16354;Valid;L5;93.1;Found;01.01.2001;-79.683330;159.750000;(-79.683330, 159.750000)
Yamato 791704;27053;Valid;L4;93.1;Found;01.01.1979;-71.500000;35.666670;(-71.500000, 35.666670)
Grove Mountains 022169;46591;Valid;L5;93.07;Found;01.01.2003;-72.781670;75.302780;(-72.781670, 75.302780)
Dhofar 1403;35492;Valid;L~5;93.05;Found;01.01.2001;19.143620;54.883100;(19.143620, 54.883100)
El Médano 125;56690;Valid;L6;93;Found;01.01.2011;-24.850000;-70.533330;(-24.850000, -70.533330)
Griffith Wash;55289;Valid;L6;93;Found;01.01.2011;35.066390;-114.097500;(35.066390, -114.097500)
Dhofar 1222;31358;Valid;Acapulcoite;93;Found;01.01.2003;18.204170;54.056670;(18.204170, 54.056670)
Dar al Gani 980;6520;Valid;H4;93;Found;01.01.2001;26.837330;16.613670;(26.837330, 16.613670)
Dhofar 233;7017;Valid;L6;93;Found;01.01.2000;18.450000;54.103330;(18.450000, 54.103330)
Dar al Gani 925;6466;Valid;H4;93;Found;01.01.2000;27.083330;16.250000;(27.083330, 16.250000)
Dar al Gani 548;6096;Valid;H6;93;Found;01.01.1997;27.083670;16.133670;(27.083670, 16.133670)
Hammadah al Hamra 197;11680;Valid;H5;93;Found;01.01.1996;29.122830;12.358830;(29.122830, 12.358830)
Hammadah al Hamra 065;11548;Valid;L6;93;Found;01.01.1994;28.634170;12.725670;(28.634170, 12.725670)
Elephant Moraine 90490;8899;Valid;L6;93;Found;01.01.1990;-76.275300;156.430480;(-76.275300, 156.430480)
Queen Alexandra Range 90283;19087;Valid;L5;93;Found;01.01.1990;-84.583380;162.772170;(-84.583380, 162.772170)
Acfer 033;43;Valid;L6;93;Found;01.01.1989;27.650000;4.433330;(27.650000, 4.433330)
Elephant Moraine 87655;8205;Valid;L6;93;Found;01.01.1987;-76.183330;157.166670;(-76.183330, 157.166670)
Elephant Moraine 83312;7952;Valid;L6;93;Found;01.01.1983;-76.298610;157.278610;(-76.298610, 157.278610)
Allan Hills A77008;1323;Valid;L6;93;Found;01.01.1977;-76.716670;159.666670;(-76.716670, 159.666670)
Jiddat al Harasis 201;35521;Valid;L4;929.4;Found;01.01.2002;19.965730;56.442230;(19.965730, 56.442230)
Grier (b);11203;Valid;L5-7;929.4;Found;01.01.1969;34.266670;-103.383330;(34.266670, -103.383330)
Johannessen Nunataks 03007;12183;Valid;H6;929.3;Found;01.01.2003;-72.899640;161.128360;(-72.899640, 161.128360)
Jiddat al Harasis 595;51944;Valid;L5;929.1;Found;01.01.2009;19.508750;56.646350;(19.508750, 56.646350)
Dhofar 282;7065;Valid;L6;928;Found;01.01.2001;19.033330;54.628330;(19.033330, 54.628330)
São Jose do Rio Preto;23171;Valid;H4;927;Fell;01.01.1962;-20.810000;-49.380560;(-20.810000, -49.380560)
Brady;5129;Valid;L6;927;Found;01.01.1937;31.050000;-99.466670;(31.050000, -99.466670)
Jiddat al Harasis 090;12149;Valid;L5;92667.6;Found;01.01.2002;19.716780;56.606200;(19.716780, 56.606200)
Queen Alexandra Range 90218;19023;Valid;L5;926.5;Found;01.01.1990;-84.610170;162.153880;(-84.610170, 162.153880)
Adrar Chiriet;44703;Valid;L6;926;Found;01.01.2003;19.640080;9.355450;(19.640080, 9.355450)
Dar al Gani 669;6216;Valid;Howardite;926;Found;01.01.1999;27.333330;16.166670;(27.333330, 16.166670)
Beaver-Harrison;4987;Valid;L6;925;Found;01.01.1979;38.484170;-113.136390;(38.484170, -113.136390)
Jiddat al Harasis 291;35609;Valid;L5;923;Found;01.01.2005;19.784200;56.478780;(19.784200, 56.478780)
Acfer 246;254;Valid;L6;923;Found;01.01.1991;27.692220;3.321670;(27.692220, 3.321670)
Queen Alexandra Range 90200;19005;Valid;H4;9216.7000000000007;Found;01.01.1990;-84.597840;162.252990;(-84.597840, 162.252990)
MacAlpine Hills 88119;15283;Valid;H5;920.8;Found;01.01.1988;-84.216670;160.500000;(-84.216670, 160.500000)
Hammadah al Hamra 077;11560;Valid;H5;920;Found;01.01.1994;28.975500;12.339670;(28.975500, 12.339670)
Acfer 025;35;Valid;H5;920;Found;01.01.1989;27.583330;3.966670;(27.583330, 3.966670)
Reid 006;22561;Valid;H5;920;Found;01.01.1978;-30.600000;128.483330;(-30.600000, 128.483330)
Grove Mountains 090253;57370;Valid;L5;92.99;Found;01.01.2010;-72.778470;75.314250;(-72.778470, 75.314250)
Asuka 881293;4002;Valid;H4;92.91;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Allan Hills 85083;949;Valid;L6;92.9;Found;01.01.1985;-76.903170;156.673660;(-76.903170, 156.673660)
Asuka 881191;3900;Valid;H5;92.81;Found;01.01.1988;-72.000000;26.000000;(-72.000000, 26.000000)
Queen Alexandra Range 99464;21910;Valid;L5;92.8;Found;01.01.1999;-84.000000;168.000000;(-84.000000, 168.000000)
